registro;;;uo;;numero_empenho;;data_nap;numero_nap;valor_item_empenho;
10;43252;1;1071;1;14149;24112023;26122023;39974;273,60;31196098620
11;43252;1500000;0;273,6;;;;;;
10;43253;1;1081;1;15452;21122023;26122023;39974;31431,00;31196098620
11;43253;1500000;0;31431;;;;;;
10;43254;1;1081;1;14154;24112023;26122023;39974;409,00;31196098620
11;43254;1500000;0;409;;;;;;
10;43255;1;1081;1;11688;25092023;26122023;39974;341,00;31196098620
11;43255;1500000;0;341;;;;;;
10;43256;1;1091;1;14156;24112023;26122023;39974;500,00;31196098620
11;43256;1500000;0;500;;;;;;
10;43257;1;1091;1;15456;21122023;26122023;39974;700,00;31196098620
11;43257;1500000;0;700;;;;;;
10;43258;1;1101;1;15458;21122023;26122023;39974;31460,00;31196098620
11;43258;1500000;0;31460;;;;;;
10;43259;1;1101;1;15519;21122023;26122023;39974;745,00;31196098620
11;43259;1500000;0;745;;;;;;
10;43260;1;1111;1;15460;21122023;26122023;39974;13893,00;31196098620
11;43260;1500000;0;13893;;;;;;
10;43261;1;1111;1;14166;24112023;26122023;39974;1111,16;31196098620
11;43261;1500000;0;1111,16;;;;;;
10;43262;1;1051;1;15673;26122023;26122023;39974;1193,33;31196098620
11;43262;1500000;0;1193,33;;;;;;
10;43263;1;1151;1;14170;24112023;26122023;39974;2745,00;31196098620
11;43263;1500000;0;2745;;;;;;
10;43264;1;1151;1;15461;21122023;26122023;39974;12955,00;31196098620
11;43264;1500000;0;12955;;;;;;
10;43265;1;1151;1;11690;26092023;26122023;39974;341,00;31196098620
11;43265;1500000;0;341;;;;;;
10;43266;1;1171;1;15463;21122023;26122023;39974;20788,40;31196098620
11;43266;1500000;0;20788,4;;;;;;
10;43267;1;1171;1;15465;21122023;26122023;39974;154,00;31196098620
11;43267;1500000;0;154;;;;;;
10;43268;1;1181;1;15469;21122023;26122023;39974;39135,00;31196098620
11;43268;1500000;0;39135;;;;;;
10;43272;1;1241;1;15674;26122023;26122023;39974;12670,00;31196098620
11;43272;1500000;0;12670;;;;;;
10;43269;1;1181;1;14175;24112023;26122023;39974;95,00;31196098620
11;43269;1500000;0;95;;;;;;
10;43270;1;1181;1;15521;21122023;26122023;39974;931,59;31196098620
11;43270;1500000;0;931,59;;;;;;
10;43271;1;1201;1;15470;21122023;26122023;39974;19787,45;31196098620
11;43271;1500000;0;19787,45;;;;;;
10;43273;1;1211;1;15675;26122023;26122023;39974;10603,40;31196098620
11;43273;1500000;0;10603,4;;;;;;
10;42148;1;1181;1;15487;21122023;21122023;39975;94516,82;31196098620
11;42148;2500000;0;94516,82;;;;;;
10;43302;1;1241;1;14359;24112023;21122023;39976;7784,41;31196098620
11;43302;1500000;0;7784,41;;;;;;
10;43303;1;1241;1;15485;21122023;21122023;39976;7628,94;31196098620
11;43303;1500000;0;7628,94;;;;;;
10;43304;1;1241;1;15486;21122023;21122023;39976;22456,07;31196098620
11;43304;1500000;0;22456,07;;;;;;
10;42149;1;1031;1;15490;21122023;21122023;39977;5718,39;31196098620
11;42149;1500000;0;5718,39;;;;;;
10;42154;1;1031;1;15493;21122023;21122023;39978;3470,88;31196098620
11;42154;1500000;0;3470,88;;;;;;
10;43275;1;1241;1;15625;22122023;22122023;39980;38870,00;31196098620
11;43275;2500000;0;38870;;;;;;
10;42442;1;1081;1;15567;22122023;22122023;39981;709,71;31196098620
11;42442;1500000;0;709,71;;;;;;
10;42407;1;1201;1;9594;10082023;22122023;39981;18,05;31196098620
11;42407;1500000;0;18,05;;;;;;
10;42408;1;1201;1;11642;25092023;22122023;39981;3306,91;31196098620
11;42408;1500000;0;3306,91;;;;;;
10;42409;1;1031;1;12958;25102023;22122023;39981;25,43;31196098620
11;42409;1500000;0;25,43;;;;;;
10;42410;1;1061;1;12962;25102023;22122023;39981;91,21;31196098620
11;42410;1500000;0;91,21;;;;;;
10;42411;1;1081;1;12963;25102023;22122023;39981;8452,92;31196098620
11;42411;1500000;0;8452,92;;;;;;
10;42412;1;1091;1;12964;25102023;22122023;39981;1961,75;31196098620
11;42412;1500000;0;1961,75;;;;;;
10;42413;1;1101;1;12966;25102023;22122023;39981;39002,89;31196098620
11;42413;1500000;0;39002,89;;;;;;
10;42414;1;1151;1;12968;25102023;22122023;39981;1381,69;31196098620
11;42414;1500000;0;1381,69;;;;;;
10;42415;1;1241;1;12971;25102023;22122023;39981;3968,73;31196098620
11;42415;1500000;0;3968,73;;;;;;
10;42416;1;1251;1;12975;25102023;22122023;39981;335,05;31196098620
11;42416;1500000;0;335,05;;;;;;
10;42417;1;1021;1;14325;24112023;22122023;39981;134,46;31196098620
11;42417;1500000;0;134,46;;;;;;
10;42418;1;1141;1;14338;24112023;22122023;39981;255,18;31196098620
11;42418;1500000;0;255,18;;;;;;
10;42419;1;1021;1;15494;21122023;22122023;39981;6735,81;31196098620
11;42419;1500000;0;6735,81;;;;;;
10;42420;1;1031;1;15495;21122023;22122023;39981;12016,10;31196098620
11;42420;1500000;0;12016,1;;;;;;
10;42421;1;1041;1;15497;21122023;22122023;39981;65427,90;31196098620
11;42421;1500000;0;65427,9;;;;;;
10;42422;1;1051;1;15499;21122023;22122023;39981;65427,90;31196098620
11;42422;1500000;0;65427,9;;;;;;
10;42423;1;1101;1;15502;21122023;22122023;39981;25635,52;31196098620
11;42423;1500000;0;25635,52;;;;;;
10;42424;1;1061;1;15504;21122023;22122023;39981;2820,00;31196098620
11;42424;1500000;0;2820;;;;;;
10;42425;1;1071;1;15507;21122023;22122023;39981;62091,97;31196098620
11;42425;1500000;0;62091,97;;;;;;
10;42426;1;1081;1;15510;21122023;22122023;39981;47509,78;31196098620
11;42426;1500000;0;47509,78;;;;;;
10;42427;1;1091;1;15511;21122023;22122023;39981;4088,17;31196098620
11;42427;1500000;0;4088,17;;;;;;
10;42428;1;1101;1;15514;21122023;22122023;39981;52325,01;31196098620
11;42428;1500000;0;52325,01;;;;;;
10;42429;1;1141;1;15524;21122023;22122023;39981;3673,41;31196098620
11;42429;1500000;0;3673,41;;;;;;
10;42430;1;1151;1;15530;21122023;22122023;39981;27844,21;31196098620
11;42430;1500000;0;27844,21;;;;;;
10;42431;1;1171;1;15532;21122023;22122023;39981;271834,84;31196098620
11;42431;1500000;0;271834,84;;;;;;
10;42432;1;1181;1;15536;21122023;22122023;39981;21968,23;31196098620
11;42432;1500000;0;21968,23;;;;;;
10;42433;1;1211;1;15540;21122023;22122023;39981;51746,93;31196098620
11;42433;1500000;0;51746,93;;;;;;
10;42434;1;1201;1;15542;21122023;22122023;39981;375,01;31196098620
11;42434;1500000;0;375,01;;;;;;
10;42435;1;1251;1;15544;21122023;22122023;39981;12674,81;31196098620
11;42435;1500000;0;12674,81;;;;;;
10;42436;1;1021;1;15561;22122023;22122023;39981;512,71;31196098620
11;42436;1500000;0;512,71;;;;;;
10;42437;1;1031;1;15562;22122023;22122023;39981;1257,98;31196098620
11;42437;1500000;0;1257,98;;;;;;
10;42438;1;1041;1;15563;22122023;22122023;39981;6771,10;31196098620
11;42438;1500000;0;6771,1;;;;;;
10;42439;1;1051;1;15564;22122023;22122023;39981;1091,04;31196098620
11;42439;1500000;0;1091,04;;;;;;
10;42440;1;1061;1;15565;22122023;22122023;39981;744,97;31196098620
11;42440;1500000;0;744,97;;;;;;
10;42441;1;1071;1;15566;22122023;22122023;39981;7645,52;31196098620
11;42441;1500000;0;7645,52;;;;;;
10;42443;1;1091;1;15568;22122023;22122023;39981;592,61;31196098620
11;42443;1500000;0;592,61;;;;;;
10;42444;1;1101;1;15569;22122023;22122023;39981;33874,48;31196098620
11;42444;1500000;0;33874,48;;;;;;
10;42445;1;1111;1;15570;22122023;22122023;39981;18916,02;31196098620
11;42445;1500000;0;18916,02;;;;;;
10;42446;1;1171;1;15572;22122023;22122023;39981;14133,75;31196098620
11;42446;1500000;0;14133,75;;;;;;
10;43182;1;1181;1;12948;25102023;26122023;39982;2424,70;31196098620
11;43182;1500000;0;2424,7;;;;;;
10;43183;1;1241;1;12951;25102023;26122023;39982;581,89;31196098620
11;43183;1500000;0;581,89;;;;;;
10;43181;1;1141;1;12947;25102023;26122023;39982;605,32;31196098620
11;43181;1500000;0;605,32;;;;;;
10;43184;1;1181;1;14342;24112023;26122023;39982;3930,62;31196098620
11;43184;1500000;0;3930,62;;;;;;
10;43185;1;1211;1;14343;24112023;26122023;39982;19201,54;31196098620
11;43185;1500000;0;19201,54;;;;;;
10;43186;1;1241;1;14345;24112023;26122023;39982;6000,00;31196098620
11;43186;1500000;0;6000;;;;;;
10;43187;1;1251;1;14347;24112023;26122023;39982;6118,39;31196098620
11;43187;1500000;0;6118,39;;;;;;
10;43188;1;1021;1;15498;21122023;26122023;39982;1451,48;31196098620
11;43188;1500000;0;1451,48;;;;;;
10;43189;1;1031;1;15500;21122023;26122023;39982;11725,92;31196098620
11;43189;1500000;0;11725,92;;;;;;
10;43190;1;1041;1;15501;21122023;26122023;39982;54801,00;31196098620
11;43190;1500000;0;54801;;;;;;
10;43194;1;1081;1;15512;21122023;26122023;39982;172780,51;31196098620
11;43194;1500000;0;172780,51;;;;;;
10;43191;1;1101;1;15503;21122023;26122023;39982;37664,97;31196098620
11;43191;1500000;0;37664,97;;;;;;
10;43192;1;1061;1;15506;21122023;26122023;39982;11035,03;31196098620
11;43192;1500000;0;11035,03;;;;;;
10;43193;1;1071;1;15509;21122023;26122023;39982;109262,51;31196098620
11;43193;1500000;0;109262,51;;;;;;
10;43195;1;1091;1;15517;21122023;26122023;39982;4319,22;31196098620
11;43195;1500000;0;4319,22;;;;;;
10;43196;1;1101;1;15518;21122023;26122023;39982;26900,02;31196098620
11;43196;1500000;0;26900,02;;;;;;
10;43197;1;1141;1;15522;21122023;26122023;39982;2576,64;31196098620
11;43197;1500000;0;2576,64;;;;;;
10;43198;1;1151;1;15523;21122023;26122023;39982;15924,95;31196098620
11;43198;1500000;0;15924,95;;;;;;
10;43199;1;1171;1;15527;21122023;26122023;39982;156657,40;31196098620
11;43199;1500000;0;156657,4;;;;;;
10;43200;1;1181;1;15534;21122023;26122023;39982;12572,50;31196098620
11;43200;1500000;0;12572,5;;;;;;
10;43201;1;1211;1;15539;21122023;26122023;39982;50145,26;31196098620
11;43201;1500000;0;50145,26;;;;;;
10;43202;1;1201;1;15547;21122023;26122023;39982;14656,33;31196098620
11;43202;1500000;0;14656,33;;;;;;
10;43203;1;1251;1;15549;21122023;26122023;39982;5945,56;31196098620
11;43203;1500000;0;5945,56;;;;;;
10;43204;1;1051;1;15669;26122023;26122023;39982;37664,97;31196098620
11;43204;1500000;0;37664,97;;;;;;
10;43205;1;1111;1;15670;26122023;26122023;39982;139151,88;31196098620
11;43205;1500000;0;139151,88;;;;;;
10;42383;1;1131;1;11330;22092023;22122023;39983;1367,04;1463827652
11;42383;2600000;0;1367,04;;;;;;
10;42384;1;1131;1;9146;28072023;22122023;39985;667,50;1463827652
11;42384;1500000;1002;667,5;;;;;;
10;42385;1;1131;1;11472;22092023;22122023;39986;5188,02;1463827652
11;42385;1600000;0;5188,02;;;;;;
10;43044;1;1131;1;12097;2102023;22122023;39989;498,40;1463827652
11;43044;1600000;0;498,4;;;;;;
10;42391;1;1131;1;4014;22032023;22122023;39992;7467,54;1463827652
11;42391;1600000;0;7467,54;;;;;;
10;42392;1;1131;1;8500;6072023;22122023;39992;8091,04;1463827652
11;42392;1600000;0;8091,04;;;;;;
10;43045;1;1131;1;12099;2102023;22122023;39994;972,79;1463827652
11;43045;1600000;0;972,79;;;;;;
10;42394;1;1131;1;8500;6072023;22122023;39995;9613,76;1463827652
11;42394;1600000;0;9613,76;;;;;;
10;42395;1;1131;1;10304;29082023;22122023;39995;6000,00;1463827652
11;42395;1600000;0;6000;;;;;;
10;42396;1;1131;1;11077;19092023;22122023;39995;1455,75;1463827652
11;42396;1600000;0;1455,75;;;;;;
10;42397;1;1123;1;7238;16062023;22122023;39999;18023,16;29703905668
11;42397;2500000;1001;18023,16;;;;;;
10;42398;1;1123;1;12621;20102023;22122023;39999;1126707,59;29703905668
11;42398;2500000;1001;1126707,59;;;;;;
10;42401;1;1131;1;11072;19092023;22122023;40004;21070,46;1463827652
11;42401;1600000;0;21070,46;;;;;;
10;42400;1;1131;1;10358;31082023;22122023;40004;1669,00;1463827652
11;42400;1600000;0;1669;;;;;;
10;43172;1;1123;1;10410;1092023;22122023;40006;58770,38;29703905668
11;43172;1552000;0;58770,38;;;;;;
10;43173;1;1123;1;14802;5122023;22122023;40006;379049,76;29703905668
11;43173;1552000;0;379049,76;;;;;;
10;43430;1;1131;1;11077;19092023;22122023;40007;5265,98;1463827652
11;43430;1600000;0;5265,98;;;;;;
10;42473;1;1131;1;8493;6072023;22122023;40010;881,23;1463827652
11;42473;1600000;0;881,23;;;;;;
10;42474;1;1131;1;11283;21092023;22122023;40012;260148,30;1463827652
11;42474;1600000;0;260148,3;;;;;;
10;42478;1;1041;1;15585;22122023;22122023;40013;520,58;31196098620
11;42478;1500000;0;520,58;;;;;;
10;42477;1;1041;1;12921;24102023;22122023;40013;1625,31;31196098620
11;42477;1500000;0;1625,31;;;;;;
10;42476;1;1031;1;14099;23112023;22122023;40013;472,84;31196098620
11;42476;1500000;0;472,84;;;;;;
10;42479;1;1181;1;12924;24102023;22122023;40013;1717,06;31196098620
11;42479;1500000;0;1717,06;;;;;;
10;42483;1;1211;1;15587;22122023;22122023;40016;1702,89;31196098620
11;42483;1500000;0;1702,89;;;;;;
10;42482;1;1211;1;14097;23112023;22122023;40016;144,32;31196098620
11;42482;1500000;0;144,32;;;;;;
10;42484;1;1021;1;14233;24112023;22122023;40017;3300,00;31196098620
11;42484;1500000;0;3300;;;;;;
10;42485;1;1131;1;7635;23062023;22122023;40018;106507,33;1463827652
11;42485;1500000;1002;106507,33;;;;;;
10;42488;1;1071;1;14093;23112023;22122023;40022;108,32;31196098620
11;42488;1500000;0;108,32;;;;;;
10;42490;1;1071;1;15592;22122023;22122023;40022;946,60;31196098620
11;42490;1500000;0;946,6;;;;;;
10;42489;1;1071;1;15589;22122023;22122023;40022;927,95;31196098620
11;42489;1500000;0;927,95;;;;;;
10;42486;1;1041;1;12914;24102023;22122023;40022;515,46;31196098620
11;42486;1500000;0;515,46;;;;;;
10;42487;1;1041;1;15588;22122023;22122023;40022;216,80;31196098620
11;42487;1500000;0;216,8;;;;;;
10;43455;1;1131;1;7233;16062023;22122023;40023;57648,36;1463827652
11;43455;1600000;0;57648,36;;;;;;
10;43454;1;1131;1;4233;23032023;22122023;40023;62300,39;1463827652
11;43454;1600000;0;62300,39;;;;;;
10;42499;1;1091;1;15597;22122023;22122023;40026;78,97;31196098620
11;42499;1500000;0;78,97;;;;;;
10;42496;1;1021;1;14238;24112023;22122023;40026;430,71;31196098620
11;42496;1500000;0;430,71;;;;;;
10;42498;1;1181;1;14244;24112023;22122023;40026;453,76;31196098620
11;42498;1500000;0;453,76;;;;;;
10;42497;1;1091;1;14243;24112023;22122023;40026;763,92;31196098620
11;42497;1500000;0;763,92;;;;;;
10;42507;1;1021;1;15603;22122023;22122023;40027;532,73;31196098620
11;42507;1500000;0;532,73;;;;;;
10;42506;1;1091;1;15601;22122023;22122023;40027;723,99;31196098620
11;42506;1500000;0;723,99;;;;;;
10;42504;1;1021;1;14238;24112023;22122023;40027;430,71;31196098620
11;42504;1500000;0;430,71;;;;;;
10;42505;1;1091;1;14243;24112023;22122023;40027;39,93;31196098620
11;42505;1500000;0;39,93;;;;;;
10;42503;1;1041;1;15600;22122023;22122023;40028;16535,08;7080739640
11;42503;1501000;0;16535,08;;;;;;
10;42509;1;1131;1;8493;6072023;22122023;40029;1028,81;1463827652
11;42509;1600000;0;1028,81;;;;;;
10;42511;1;1041;1;15605;22122023;22122023;40031;1653,51;7080739640
11;42511;1501000;0;1653,51;;;;;;
10;42513;1;1131;1;10866;18092023;22122023;40033;26641,53;1463827652
11;42513;1500000;1002;26641,53;;;;;;
10;42514;1;1041;1;15610;22122023;22122023;40034;688,93;7080739640
11;42514;1501000;0;688,93;;;;;;
10;42523;1;1131;1;9774;14082023;22122023;40038;1317,18;1463827652
11;42523;2600000;0;1317,18;;;;;;
10;42515;1;1131;1;5295;25042023;22122023;40035;10779,72;1463827652
11;42515;1600000;0;10779,72;;;;;;
10;42516;1;1131;1;15337;21122023;22122023;40036;54727,60;1463827652
11;42516;1500000;1002;54727,6;;;;;;
10;42517;1;1131;1;15379;21122023;22122023;40036;715,51;1463827652
11;42517;1500000;1002;715,51;;;;;;
10;42522;1;1131;1;9074;25072023;22122023;40038;11273,80;1463827652
11;42522;2600000;0;11273,8;;;;;;
10;42679;1;1131;1;12449;18102023;22122023;40043;1313999,99;1463827652
11;42679;2621000;0;1313999,99;;;;;;
10;42853;1;1131;1;9459;8082023;22122023;40048;1222,77;1463827652
11;42853;1600000;0;1222,77;;;;;;
10;43021;1;1131;1;9459;8082023;22122023;40050;1031,42;1463827652
11;43021;1600000;0;1031,42;;;;;;
10;43030;1;1104;1;15622;22122023;22122023;40052;255626,00;4966623685
11;43030;2665000;0;255626;;;;;;
10;43077;1;1131;1;10288;29082023;22122023;40053;16344,40;1463827652
11;43077;1500000;1002;16344,4;;;;;;
10;43028;1;1104;1;15624;22122023;22122023;40054;107190,63;4966623685
11;43028;1500000;0;107190,63;;;;;;
10;43169;1;1123;1;15607;22122023;22122023;40097;656524,67;29703905668
11;43169;1550000;0;656524,67;;;;;;
10;43078;1;1131;1;10288;29082023;22122023;40099;93661,18;1463827652
11;43078;1500000;1002;93661,18;;;;;;
10;43027;1;1131;1;13105;26102023;22122023;40103;1392,70;1463827652
11;43027;1500000;1002;1392,7;;;;;;
10;43029;1;1131;1;12684;20102023;22122023;40105;13557,25;1463827652
11;43029;1600000;3110;13557,25;;;;;;
10;43032;1;1071;1;14444;27112023;22122023;40107;1999,88;31196098620
11;43032;1500000;0;1999,88;;;;;;
10;43034;1;1131;1;12683;20102023;22122023;40108;406,28;1463827652
11;43034;1600000;3110;406,28;;;;;;
10;43114;1;1021;1;15644;22122023;22122023;40110;1927,65;31196098620
11;43114;1500000;0;1927,65;;;;;;
10;43115;1;1061;1;15646;22122023;22122023;40110;10673,21;31196098620
11;43115;1500000;0;10673,21;;;;;;
10;43043;1;1151;1;454;2012023;22122023;40111;115,18;18606121649
11;43043;1500000;0;115,18;;;;;;
10;43042;1;1151;1;454;2012023;22122023;40112;115,18;18606121649
11;43042;1500000;0;115,18;;;;;;
10;43040;1;1131;1;12682;20102023;22122023;40113;1546,56;1463827652
11;43040;1500000;1002;1546,56;;;;;;
10;43046;1;1131;1;13802;16112023;22122023;40117;5143,04;1463827652
11;43046;1500000;1002;5143,04;;;;;;
10;43113;1;1123;1;11064;19092023;22122023;40118;38708,56;29703905668
11;43113;1500000;1001;38708,56;;;;;;
10;43111;1;1123;1;10637;13092023;22122023;40118;13414,08;29703905668
11;43111;1500000;1001;13414,08;;;;;;
10;43112;1;1123;1;11059;19092023;22122023;40118;195000,00;29703905668
11;43112;1500000;1001;195000;;;;;;
10;43322;1;1181;1;15556;21122023;22122023;40121;16767,74;31196098620
11;43322;2500000;0;16767,74;;;;;;
10;43323;1;1181;1;15557;21122023;22122023;40121;187499,28;31196098620
11;43323;2500000;0;187499,28;;;;;;
10;43324;1;1181;1;15558;21122023;22122023;40121;23485,39;31196098620
11;43324;2500000;0;23485,39;;;;;;
10;43325;1;1181;1;15559;21122023;22122023;40121;185147,17;31196098620
11;43325;2500000;0;185147,17;;;;;;
10;43326;1;1181;1;15560;21122023;22122023;40121;426,83;31196098620
11;43326;2500000;0;426,83;;;;;;
10;43327;1;1211;1;15584;22122023;22122023;40121;138629,06;31196098620
11;43327;2500000;0;138629,06;;;;;;
10;43328;1;1181;1;15631;22122023;22122023;40121;4341,51;31196098620
11;43328;2500000;0;4341,51;;;;;;
10;43329;1;1181;1;15632;22122023;22122023;40121;10673,21;31196098620
11;43329;2500000;0;10673,21;;;;;;
10;43330;1;1181;1;15633;22122023;22122023;40121;639,38;31196098620
11;43330;2500000;0;639,38;;;;;;
10;43331;1;1181;1;15634;22122023;22122023;40121;5951,12;31196098620
11;43331;2500000;0;5951,12;;;;;;
10;43332;1;1171;1;15635;22122023;22122023;40121;98736,48;31196098620
11;43332;2500000;0;98736,48;;;;;;
10;43333;1;1181;1;15636;22122023;22122023;40121;23176,93;31196098620
11;43333;2500000;0;23176,93;;;;;;
10;43334;1;1141;1;15639;22122023;22122023;40121;12047,42;31196098620
11;43334;2500000;0;12047,42;;;;;;
10;43335;1;1141;1;15640;22122023;22122023;40121;2000,77;31196098620
11;43335;2500000;0;2000,77;;;;;;
10;43336;1;1041;1;15641;22122023;22122023;40121;7080,48;31196098620
11;43336;2500000;0;7080,48;;;;;;
10;43337;1;1071;1;15642;22122023;22122023;40121;66325,86;31196098620
11;43337;2500000;0;66325,86;;;;;;
10;43338;1;1101;1;15645;22122023;22122023;40121;2079,39;31196098620
11;43338;2500000;0;2079,39;;;;;;
10;43339;1;1031;1;15647;22122023;22122023;40121;6315,00;31196098620
11;43339;2500000;0;6315;;;;;;
10;43340;1;1071;1;15648;22122023;22122023;40121;5368,90;31196098620
11;43340;2500000;0;5368,9;;;;;;
10;43341;1;1091;1;15649;22122023;22122023;40121;6719,01;31196098620
11;43341;2500000;0;6719,01;;;;;;
10;43342;1;1101;1;15650;22122023;22122023;40121;391,26;31196098620
11;43342;2500000;0;391,26;;;;;;
10;43314;1;1041;1;3619;20032023;22122023;40121;20061,74;31196098620
11;43314;2500000;0;20061,74;;;;;;
10;43315;1;1251;1;7835;23062023;22122023;40121;5457,45;31196098620
11;43315;2500000;0;5457,45;;;;;;
10;43316;1;1031;1;11654;25092023;22122023;40121;1120,45;31196098620
11;43316;2500000;0;1120,45;;;;;;
10;43317;1;1181;1;14366;24112023;22122023;40121;639,38;31196098620
11;43317;2500000;0;639,38;;;;;;
10;43318;1;1031;1;14510;27112023;22122023;40121;1976,70;31196098620
11;43318;2500000;0;1976,7;;;;;;
10;43319;1;1061;1;15383;21122023;22122023;40121;11104,50;31196098620
11;43319;2500000;0;11104,5;;;;;;
10;43320;1;1111;1;15472;21122023;22122023;40121;81841,23;31196098620
11;43320;2500000;0;81841,23;;;;;;
10;43321;1;1171;1;15541;21122023;22122023;40121;82754,33;31196098620
11;43321;2500000;0;82754,33;;;;;;
10;43110;1;1071;1;14420;27112023;22122023;40125;2662,40;31196098620
11;43110;1500000;0;2662,4;;;;;;
10;43116;1;1131;1;11145;20092023;22122023;40127;130000,00;1463827652
11;43116;1600000;0;130000;;;;;;
10;43117;1;1131;1;10288;29082023;22122023;40128;29199,35;1463827652
11;43117;1500000;1002;29199,35;;;;;;
10;43119;1;1131;1;11890;28092023;22122023;40134;44900,18;1463827652
11;43119;1600000;0;44900,18;;;;;;
10;43121;1;1151;1;454;2012023;22122023;40138;115,18;18606121649
11;43121;1500000;0;115,18;;;;;;
10;43124;1;1131;1;11367;22092023;22122023;40139;117586,36;1463827652
11;43124;1751000;0;117586,36;;;;;;
10;43127;1;1131;1;10619;12092023;26122023;40144;2183,50;1463827652
11;43127;1500000;1002;2183,5;;;;;;
10;43123;1;1131;1;7605;23062023;22122023;40139;22655,58;1463827652
11;43123;1751000;0;22655,58;;;;;;
10;43451;1;1131;1;10732;14092023;27122023;40141;4060,00;1463827652
11;43451;2621000;0;4060;;;;;;
10;43126;1;1131;1;7950;26062023;26122023;40142;2789,73;1463827652
11;43126;1600000;0;2789,73;;;;;;
10;43128;1;1131;1;8432;4072023;26122023;40146;31200,00;1463827652
11;43128;2621000;0;31200;;;;;;
10;43161;1;1131;1;15637;22122023;26122023;40147;1578259,50;1463827652
11;43161;1605000;0;1578259,5;;;;;;
10;43132;1;1081;1;15668;26122023;26122023;40148;1499,59;67340504672
11;43132;1573000;0;1499,59;;;;;;
10;43131;1;1081;1;11785;27092023;26122023;40148;362,71;67340504672
11;43131;1573000;0;362,71;;;;;;
10;43133;1;1081;1;15668;26122023;26122023;40149;1008,42;67340504672
11;43133;1573000;0;1008,42;;;;;;
10;43160;1;1131;1;13252;31102023;26122023;40150;370,98;1463827652
11;43160;1500000;1002;370,98;;;;;;
10;43422;1;1131;1;165;2012023;26122023;40152;159,26;1463827652
11;43422;1600000;0;159,26;;;;;;
10;43423;1;1131;1;13515;10112023;26122023;40152;275,08;1463827652
11;43423;1600000;0;275,08;;;;;;
10;43425;1;1131;1;8253;30062023;26122023;40155;12411,89;1463827652
11;43425;1500000;1002;12411,89;;;;;;
10;43426;1;1131;1;13517;10112023;26122023;40155;21004,36;1463827652
11;43426;1500000;1002;21004,36;;;;;;
10;43170;1;1131;1;14976;11122023;26122023;40158;16836,00;1463827652
11;43170;1600000;0;16836;;;;;;
10;43171;1;1131;1;13250;31102023;26122023;40161;20140,68;1463827652
11;43171;1600000;0;20140,68;;;;;;
10;43174;1;1131;1;13251;31102023;26122023;40164;75,00;1463827652
11;43174;1500000;1002;75;;;;;;
10;43175;1;1131;1;12849;24102023;26122023;40166;4749,54;1463827652
11;43175;1600000;3110;4749,54;;;;;;
10;43206;1;1131;1;4058;22032023;26122023;40169;13150,54;1463827652
11;43206;1600000;0;13150,54;;;;;;
10;43178;1;1131;1;4058;22032023;26122023;40171;4148,27;1463827652
11;43178;1600000;0;4148,27;;;;;;
10;43274;1;1131;1;4058;22032023;26122023;40174;7528,20;1463827652
11;43274;1600000;0;7528,2;;;;;;
10;43280;1;1211;1;7287;16062023;26122023;40176;483322,67;501953604
11;43280;2500000;0;483322,67;;;;;;
10;43279;1;1211;1;4186;23032023;26122023;40176;27775,51;501953604
11;43279;2500000;0;27775,51;;;;;;
10;43278;1;1211;1;12001;29092023;26122023;40176;45083,83;501953604
11;43278;2500000;0;45083,83;;;;;;
10;43277;1;1211;1;7286;16062023;26122023;40176;203900,59;501953604
11;43277;2500000;0;203900,59;;;;;;
10;43276;1;1211;1;4185;23032023;26122023;40176;14308,58;501953604
11;43276;2500000;0;14308,58;;;;;;
10;43281;1;1071;1;14417;27112023;26122023;40177;6280,14;31196098620
11;43281;1500000;0;6280,14;;;;;;
10;43282;1;1131;1;15638;22122023;26122023;40180;89462,34;1463827652
11;43282;1605000;0;89462,34;;;;;;
10;43283;1;1131;1;4031;22032023;26122023;40181;1985,42;1463827652
11;43283;1600000;0;1985,42;;;;;;
10;43284;1;1131;1;11213;21092023;26122023;40184;30000,00;1463827652
11;43284;1600000;3110;30000;;;;;;
10;43285;1;1131;1;13241;31102023;26122023;40187;3469,96;1463827652
11;43285;1500000;1002;3469,96;;;;;;
10;43286;1;1131;1;13245;31102023;26122023;40190;178425,88;1463827652
11;43286;1600000;0;178425,88;;;;;;
10;43287;1;1131;1;4058;22032023;26122023;40193;13659,82;1463827652
11;43287;1600000;0;13659,82;;;;;;
10;43288;1;1131;1;8422;4072023;26122023;40195;65371,00;1463827652
11;43288;1500000;1002;65371;;;;;;
10;43289;1;1131;1;4058;22032023;26122023;40198;6949,02;1463827652
11;43289;1600000;0;6949,02;;;;;;
10;43290;1;1131;1;7097;15062023;26122023;40198;5991,35;1463827652
11;43290;1600000;0;5991,35;;;;;;
10;43291;1;1131;1;7097;15062023;26122023;40200;13748,59;1463827652
11;43291;1600000;0;13748,59;;;;;;
10;43292;1;1131;1;7097;15062023;26122023;40202;14186,53;1463827652
11;43292;1600000;0;14186,53;;;;;;
10;43293;1;1131;1;7097;15062023;26122023;40204;21111,77;1463827652
11;43293;1600000;0;21111,77;;;;;;
10;43294;1;1131;1;7097;15062023;26122023;40206;11197,59;1463827652
11;43294;1600000;0;11197,59;;;;;;
10;43295;1;1131;1;11621;25092023;26122023;40208;4445,30;1463827652
11;43295;1500000;1002;4445,3;;;;;;
